property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
flat,Super built-up  Area,Ready To Move,Banashankari Stage II,5,2800.0,3,2,15179.0,4.25
flat,Super built-up  Area,Ready To Move,other,3,1500.0,3,2,3733.0,0.56
house,Plot  Area,Ready To Move,KR Puram,6,1200.0,6,3,11000.0,1.32
house,Plot  Area,18-May,other,2,1000.0,2,0,6600.0,0.66
flat,Super built-up  Area,Ready To Move,Whitefield,3,1530.0,3,3,4771.0,0.73
flat,Super built-up  Area,Ready To Move,other,3,1864.0,3,3,6170.0,1.15
flat,Built-up  Area,Ready To Move,Sarjapur,3,1575.0,3,3,3492.0,0.55
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,945.0,2,1,4762.0,0.45
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1691.0,3,2,5914.0,1.0
house,Plot  Area,Ready To Move,other,2,1200.0,2,3,11250.0,1.35
flat,Built-up  Area,18-Aug,Electronic City Phase II,3,1220.0,3,1,2869.0,0.35
flat,Built-up  Area,Ready To Move,Kengeri,1,600.0,1,1,5833.0,0.35
flat,Super built-up  Area,18-Aug,Whitefield,2,1160.0,2,2,3362.0,0.39
flat,Super built-up  Area,Ready To Move,Vittasandra,3,1650.0,3,1,5152.0,0.85
flat,Built-up  Area,Ready To Move,other,4,2400.0,4,1,6250.0,1.5
flat,Super built-up  Area,Ready To Move,Abbigere,2,795.0,1,1,4151.0,0.33
house,Plot  Area,Ready To Move,other,5,800.0,5,1,11875.0,0.95
house,Plot  Area,Ready To Move,TC Palaya,5,1400.0,5,1,6929.0,0.97
flat,Super built-up  Area,Ready To Move,Kalyan nagar,3,2285.0,4,1,7221.0,1.65
flat,Super built-up  Area,Ready To Move,other,2,1263.0,2,1,4117.0,0.52
flat,Super built-up  Area,Ready To Move,other,5,1200.0,4,2,9583.0,1.15
flat,Super built-up  Area,Ready To Move,Hennur,3,1345.0,2,1,5130.0,0.69
flat,Built-up  Area,Ready To Move,other,5,4400.0,5,3,5455.0,2.4
flat,Super built-up  Area,Ready To Move,Electronic City,3,1360.0,2,1,4265.0,0.58
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1026.0,2,1,5945.0,0.61
flat,Super built-up  Area,Ready To Move,other,2,1050.0,2,2,3619.0,0.38
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1460.0,3,3,5205.0,0.76
flat,Super built-up  Area,Ready To Move,other,3,1525.0,2,2,5967.0,0.91
flat,Built-up  Area,Ready To Move,Kanakpura Road,3,1843.0,3,2,4612.0,0.85
flat,Super built-up  Area,18-Aug,Ananth Nagar,2,1000.0,2,3,2500.0,0.25
flat,Super built-up  Area,Ready To Move,Koramangala,3,1642.0,2,1,7004.0,1.15
flat,Super built-up  Area,Ready To Move,other,2,975.0,2,1,6154.0,0.6
flat,Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2,1,4093.0,0.44
flat,Super built-up  Area,18-Feb,Panathur,2,1210.0,2,1,6446.0,0.78
flat,Super built-up  Area,Ready To Move,other,3,2000.0,3,2,5000.0,1.0
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1225.0,2,0,5551.0,0.68
flat,Super built-up  Area,Ready To Move,Jakkur,2,1290.0,2,1,6202.0,0.8
flat,Built-up  Area,Ready To Move,other,2,1220.0,2,0,4590.0,0.56
house,Plot  Area,Ready To Move,other,1,1500.0,2,0,5667.0,0.85
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1361.0,2,2,5805.0,0.79
house,Plot  Area,Ready To Move,Frazer Town,5,2801.2,4,1,16493.0,4.62
flat,Built-up  Area,Ready To Move,1st Phase JP Nagar,2,1394.0,2,2,6098.0,0.85
flat,Super built-up  Area,Ready To Move,Yelahanka,2,870.0,2,1,3103.0,0.27
house,Plot  Area,Ready To Move,other,4,5000.0,5,3,6000.0,3.0
flat,Super built-up  Area,18-May,Rajaji Nagar,2,1222.0,2,2,8020.0,0.98
flat,Super built-up  Area,Ready To Move,Bellandur,3,1846.0,3,2,7313.0,1.35
house,Plot  Area,Ready To Move,Benson Town,2,1688.1,2,1,15994.0,2.7
flat,Super built-up  Area,Ready To Move,Yeshwanthpur,2,1167.0,2,2,5484.0,0.64
flat,Super built-up  Area,Ready To Move,Ananth Nagar,2,902.0,2,2,2772.0,0.25
flat,Super built-up  Area,Ready To Move,Kannamangala,4,2422.0,4,3,5574.0,1.35
flat,Built-up  Area,Ready To Move,other,2,1000.0,2,0,5000.0,0.5
flat,Built-up  Area,Ready To Move,Kundalahalli,2,1260.0,2,0,4603.0,0.58
flat,Built-up  Area,Ready To Move,Banashankari Stage II,3,3000.0,3,2,15000.0,4.5
flat,Super built-up  Area,Ready To Move,Jigani,2,939.0,2,2,4153.0,0.39
house,Plot  Area,Ready To Move,Konanakunte,9,1590.0,6,1,9434.0,1.5
house,Plot  Area,Ready To Move,Jalahalli,1,600.0,1,0,6167.0,0.37
flat,Built-up  Area,Ready To Move,8th Phase JP Nagar,2,1298.0,2,1,4545.0,0.59
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1710.0,3,2,7895.0,1.35
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,1000.0,2,1,4500.0,0.45
flat,Super built-up  Area,Ready To Move,Ramagondanahalli,3,3350.0,3,3,4478.0,1.5
house,Plot  Area,Ready To Move,other,2,1200.0,4,1,11500.0,1.38
flat,Built-up  Area,Ready To Move,other,2,1100.0,2,2,6182.0,0.68
flat,Super built-up  Area,Ready To Move,Jalahalli,1,615.0,1,1,7480.0,0.46
flat,Super built-up  Area,18-Apr,Sarjapur  Road,2,1350.0,2,1,6296.0,0.85
flat,Built-up  Area,Ready To Move,Sultan Palaya,4,5000.0,5,2,6500.0,3.25
flat,Super built-up  Area,Ready To Move,Cunningham Road,3,2700.0,3,1,18556.0,5.01
house,Plot  Area,Ready To Move,other,6,4000.0,6,2,11500.0,4.6
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1718.0,3,2,7567.0,1.3
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680.0,3,2,6667.0,1.12
house,Plot  Area,Ready To Move,Hulimavu,2,1500.0,2,0,6000.0,0.9
flat,Super built-up  Area,18-May,Sarjapur  Road,3,1157.0,2,1,6223.0,0.72
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1179.0,2,1,4326.0,0.51
flat,Super built-up  Area,Ready To Move,Hulimavu,2,1315.0,2,0,4563.0,0.6
flat,Super built-up  Area,18-Mar,other,2,1105.0,2,2,2534.0,0.28
flat,Super built-up  Area,Ready To Move,Banashankari,3,1800.0,3,2,9722.0,1.75
flat,Super built-up  Area,Ready To Move,Jalahalli East,2,1010.0,2,1,5149.0,0.52
flat,Super built-up  Area,18-Jan,Electronic City,1,630.0,1,1,7302.0,0.46
house,Plot  Area,19-Apr,Anekal,2,1200.0,2,1,3000.0,0.36
flat,Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1025.0,2,1,5854.0,0.6
flat,Super built-up  Area,Ready To Move,Hennur Road,2,1195.0,2,2,4937.0,0.59
flat,Super built-up  Area,18-Feb,Whitefield,2,1012.0,2,1,5731.0,0.58
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1884.0,4,2,6263.0,1.18
flat,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,1090.0,2,1,3394.0,0.37
flat,Super built-up  Area,Ready To Move,other,4,2950.0,4,2,8475.0,2.5
flat,Super built-up  Area,Ready To Move,Harlur,3,1710.0,3,3,4971.0,0.85
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1500.0,3,1,4533.0,0.68
flat,Super built-up  Area,Ready To Move,Kodichikkanahalli,3,1310.0,2,2,4046.0,0.53
flat,Super built-up  Area,18-Dec,Dommasandra,2,674.0,1,1,2967.0,0.2
flat,Built-up  Area,Ready To Move,Hoodi,3,1350.0,3,2,5185.0,0.7
flat,Built-up  Area,Ready To Move,other,3,1464.0,2,2,7855.0,1.15
flat,Built-up  Area,Ready To Move,Marsur,3,715.0,2,1,4056.0,0.29
flat,Built-up  Area,18-Dec,Electronic City,3,1400.0,2,1,2857.0,0.4
flat,Super built-up  Area,19-Dec,Electronic City Phase II,3,1625.0,2,2,3015.0,0.49
flat,Built-up  Area,18-Dec,Electronic City,2,1065.0,2,1,2911.0,0.31
house,Plot  Area,Ready To Move,Kumaraswami Layout,6,510.0,4,1,13725.0,0.7
flat,Super built-up  Area,Ready To Move,other,3,1385.0,3,3,6498.0,0.9
flat,Super built-up  Area,Ready To Move,CV Raman Nagar,2,1040.0,2,1,4808.0,0.5
flat,Super built-up  Area,Ready To Move,Haralur Road,3,1817.0,3,2,6054.0,1.1
flat,Super built-up  Area,Ready To Move,other,2,1205.0,2,1,3900.0,0.47
flat,Super built-up  Area,Ready To Move,other,2,1070.0,2,2,3084.0,0.33
flat,Super built-up  Area,Ready To Move,other,2,1070.0,2,1,4860.0,0.52
flat,Super built-up  Area,Ready To Move,Amruthahalli,2,1340.0,2,1,5597.0,0.75
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,2,980.0,2,2,3571.0,0.35
flat,Built-up  Area,Ready To Move,8th Phase JP Nagar,2,1006.0,2,0,4374.0,0.44
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1098.0,2,1,6466.0,0.71
flat,Built-up  Area,Ready To Move,Mico Layout,2,1200.0,2,1,4500.0,0.54
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1019.0,2,1,6084.0,0.62
flat,Super built-up  Area,18-May,Whitefield,2,1150.0,2,2,3478.0,0.4
house,Plot  Area,Ready To Move,Anekal,3,1733.5,3,1,6922.0,1.2
flat,Super built-up  Area,Ready To Move,other,2,1415.0,2,2,8481.0,1.2
flat,Built-up  Area,21-Dec,other,3,1750.0,3,2,3314.0,0.58
flat,Super built-up  Area,18-Dec,other,3,1537.0,3,2,5270.0,0.81
flat,Built-up  Area,Ready To Move,other,2,1050.0,2,2,4286.0,0.45
flat,Super built-up  Area,Ready To Move,Kanakpura Road,3,1452.0,3,3,3857.0,0.56
flat,Super built-up  Area,Ready To Move,Domlur,2,1246.0,2,1,7624.0,0.95
flat,Built-up  Area,Ready To Move,Yelahanka,3,1890.0,4,2,4497.0,0.85
flat,Super built-up  Area,18-May,Electronic City Phase II,2,972.0,2,1,4115.0,0.4
house,Plot  Area,Ready To Move,other,4,10624.0,4,2,22026.0,23.4
house,Plot  Area,Ready To Move,Brookefield,4,1500.0,5,3,10667.0,1.6
flat,Super built-up  Area,18-Aug,Electronic City,1,630.0,1,1,5397.0,0.34
house,Plot  Area,18-Mar,Kothanur,8,1050.0,5,0,7619.0,0.8
flat,Built-up  Area,Ready To Move,other,3,1255.0,2,1,4781.0,0.6
house,Plot  Area,Ready To Move,Ramamurthy Nagar,4,1900.0,4,2,9737.0,1.85
house,Plot  Area,Ready To Move,Doddaballapur,3,2440.0,3,1,5820.0,1.42
flat,Super built-up  Area,21-May,Kanakpura Road,3,1938.0,3,3,4799.0,0.93
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,3,1711.0,3,2,7306.0,1.25
flat,Super built-up  Area,18-Jul,CV Raman Nagar,2,1392.0,2,1,6825.0,0.95
flat,Super built-up  Area,18-Mar,Haralur Road,2,1225.0,2,1,6286.0,0.77
flat,Super built-up  Area,Ready To Move,Green Glen Layout,3,1750.0,3,2,6857.0,1.2
flat,Super built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2,1,6349.0,0.8
flat,Super built-up  Area,19-Dec,Sarjapur  Road,1,691.0,1,1,4486.0,0.31
house,Plot  Area,Ready To Move,BTM 2nd Stage,4,2400.0,3,2,16667.0,4.0
flat,Super built-up  Area,Ready To Move,Haralur Road,2,1285.0,2,1,6070.0,0.78
flat,Built-up  Area,Ready To Move,Hebbal,3,1590.0,3,2,6038.0,0.96
flat,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3,1571.0,3,2,4137.0,0.65
flat,Built-up  Area,Ready To Move,Hebbal Kempapura,5,2800.0,5,1,7857.0,2.2
flat,Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2,1,4623.0,0.49
flat,Super built-up  Area,Ready To Move,Hennur,2,1255.0,2,1,4622.0,0.58
house,Plot  Area,Ready To Move,other,4,702.0,4,0,9259.0,0.65
house,Plot  Area,Ready To Move,other,3,2400.0,2,2,7708.0,1.85
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,3,1520.0,2,3,5329.0,0.81
flat,Super built-up  Area,Ready To Move,other,2,1170.0,2,1,3932.0,0.46
flat,Super built-up  Area,Ready To Move,OMBR Layout,3,1580.0,3,2,4747.0,0.75
flat,Super built-up  Area,Ready To Move,Ardendale,3,1777.3,3,2,5008.0,0.89
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1303.0,2,2,4298.0,0.56
flat,Built-up  Area,Ready To Move,Kodichikkanahalli,2,1680.0,2,3,3512.0,0.59
flat,Super built-up  Area,18-Mar,Yelahanka,3,1835.0,3,1,5886.0,1.08
house,Plot  Area,Ready To Move,Banjara Layout,3,610.0,3,1,9836.0,0.6
flat,Built-up  Area,Ready To Move,other,2,1080.0,2,2,3519.0,0.38
flat,Built-up  Area,18-Dec,Electronic City,2,1025.0,2,1,2927.0,0.3
flat,Super built-up  Area,18-Aug,Haralur Road,2,1225.0,2,1,5469.0,0.67
flat,Super built-up  Area,20-Jan,Balagere,1,656.0,1,1,5335.0,0.35
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,994.0,2,2,4527.0,0.45
flat,Super built-up  Area,Ready To Move,other,2,1025.0,2,1,6341.0,0.65
flat,Built-up  Area,Ready To Move,Marathahalli,2,1156.0,2,2,4498.0,0.52
flat,Super built-up  Area,Ready To Move,JP Nagar,2,1250.0,2,2,4800.0,0.6
flat,Built-up  Area,Ready To Move,Kundalahalli,4,3092.0,4,3,7439.0,2.3
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1930.0,4,2,6321.0,1.22
flat,Built-up  Area,Ready To Move,other,2,1020.0,2,1,6863.0,0.7
flat,Built-up  Area,Ready To Move,Kumaraswami Layout,3,1310.0,2,1,5344.0,0.7
flat,Super built-up  Area,19-Dec,Jalahalli,1,612.5,1,0,4571.0,0.28
flat,Built-up  Area,Ready To Move,Kanakpura Road,2,1322.0,2,3,5295.0,0.7
flat,Super built-up  Area,Ready To Move,Kothanur,2,1160.0,2,2,4914.0,0.57
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,2,4364.0,0.48
flat,Built-up  Area,Ready To Move,Lakshminarayana Pura,3,1720.0,3,3,8721.0,1.5
flat,Super built-up  Area,18-Jul,Hosur Road,3,1689.0,3,2,6098.0,1.03
flat,Super built-up  Area,Ready To Move,Chikkalasandra,2,1090.0,2,1,4312.0,0.47
flat,Super built-up  Area,Ready To Move,KR Puram,2,2000.0,2,0,3750.0,0.75
flat,Super built-up  Area,Ready To Move,other,2,1155.0,2,2,5974.0,0.69
flat,Built-up  Area,Ready To Move,Vishveshwarya Layout,6,4000.0,6,0,5750.0,2.3
flat,Built-up  Area,18-Jun,Sarjapur  Road,4,3913.0,5,0,4498.0,1.76
flat,Super built-up  Area,Ready To Move,Hebbal,3,3520.0,5,2,9091.0,3.2
flat,Super built-up  Area,18-Jun,JP Nagar,2,1125.0,2,2,3556.0,0.4
flat,Built-up  Area,18-Apr,Yelahanka,3,1847.0,3,3,4981.0,0.92
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1515.0,2,1,5017.0,0.76
house,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8,3450.0,7,2,6522.0,2.25
house,Plot  Area,Ready To Move,Yelahanka,5,2500.0,3,1,4800.0,1.2
flat,Built-up  Area,Ready To Move,Sarjapur  Road,2,1130.0,2,2,4867.0,0.55
flat,Super built-up  Area,Ready To Move,Bellandur,2,1049.0,2,1,4862.0,0.51
flat,Super built-up  Area,Ready To Move,Amruthahalli,3,2650.0,4,0,6604.0,1.75
flat,Super built-up  Area,18-Dec,Varthur Road,2,850.0,2,1,2941.0,0.25
house,Plot  Area,Ready To Move,other,5,2600.0,5,3,14231.0,3.7
flat,Super built-up  Area,20-Dec,Jakkur,2,1282.0,2,1,5616.0,0.72
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,2,800.0,2,1,5000.0,0.4
house,Plot  Area,Ready To Move,other,4,1200.0,4,2,20000.0,2.4
flat,Super built-up  Area,18-Sep,Chandapura,3,1190.0,2,2,2521.0,0.3
flat,Super built-up  Area,18-May,Magadi Road,3,1318.0,2,1,5159.0,0.68
flat,Super built-up  Area,19-Jul,Kanakpura Road,2,1698.0,2,1,6184.0,1.05
flat,Super built-up  Area,Ready To Move,other,3,2030.0,2,1,8966.0,1.82
flat,Super built-up  Area,Ready To Move,Kammasandra,3,1276.0,2,1,2508.0,0.32
flat,Super built-up  Area,Ready To Move,other,3,1555.0,2,1,4309.0,0.67
flat,Super built-up  Area,17-May,Sarjapur  Road,3,1881.0,3,2,7709.0,1.45
flat,Super built-up  Area,Ready To Move,other,3,2900.0,3,2,11207.0,3.25
flat,Super built-up  Area,18-Jul,Yelahanka,3,1890.0,3,2,5767.0,1.09
flat,Super built-up  Area,20-Dec,Old Madras Road,2,935.0,2,1,3422.0,0.32
flat,Super built-up  Area,Ready To Move,Cox Town,2,1000.0,2,3,5800.0,0.58
flat,Super built-up  Area,Ready To Move,Singasandra,3,1510.0,3,2,4967.0,0.75
flat,Built-up  Area,Ready To Move,Uttarahalli,2,1120.0,2,1,4464.0,0.5
flat,Super built-up  Area,Ready To Move,Ananth Nagar,2,930.0,2,1,2796.0,0.26
flat,Super built-up  Area,Ready To Move,Talaghattapura,2,1175.0,2,2,5277.0,0.62
flat,Built-up  Area,Ready To Move,Bellandur,3,1350.0,2,1,4667.0,0.63
flat,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3,2,14898.0,3.3
flat,Super built-up  Area,Ready To Move,Attibele,2,996.0,2,1,2510.0,0.25
flat,Super built-up  Area,19-Dec,Anjanapura,2,1076.0,2,1,2788.0,0.3
flat,Super built-up  Area,Ready To Move,other,4,2180.0,4,3,5275.0,1.15
flat,Super built-up  Area,Ready To Move,Kasavanhalli,3,1715.0,3,3,6531.0,1.12
flat,Super built-up  Area,Ready To Move,Hebbal,2,1072.0,2,2,4198.0,0.45
flat,Super built-up  Area,Ready To Move,Panathur,2,1230.0,2,1,6504.0,0.8
flat,Super built-up  Area,Ready To Move,Murugeshpalya,3,1600.0,2,1,4062.0,0.65
flat,Super built-up  Area,18-Dec,Thanisandra,3,1411.0,3,1,6591.0,0.93
flat,Built-up  Area,Ready To Move,Rayasandra,5,3600.0,5,3,4028.0,1.45
flat,Super built-up  Area,Ready To Move,Jalahalli,3,2404.0,3,2,5740.0,1.38
house,Plot  Area,18-Apr,Nagarbhavi,3,1200.0,3,2,18833.0,2.26
flat,Built-up  Area,Ready To Move,Doddathoguru,3,1208.0,3,1,3725.0,0.45
house,Plot  Area,Ready To Move,Yeshwanthpur,5,1700.0,5,2,17647.0,3.0
flat,Super built-up  Area,18-Dec,Haralur Road,2,1225.0,2,1,5714.0,0.7
flat,Super built-up  Area,18-Sep,Hebbal,2,1162.0,2,1,5938.0,0.69
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1262.0,2,1,5151.0,0.65
flat,Super built-up  Area,18-Apr,other,2,1050.0,2,2,3333.0,0.35
flat,Built-up  Area,18-Dec,Electronic City Phase II,2,1160.0,2,1,2931.0,0.34
house,Plot  Area,18-Jul,Channasandra,3,1500.0,3,1,4133.0,0.62
flat,Super built-up  Area,Ready To Move,other,3,1610.0,3,3,5280.0,0.85
flat,Super built-up  Area,Ready To Move,Whitefield,2,1340.0,2,2,3060.0,0.41
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,2275.0,4,2,8000.0,1.82
flat,Built-up  Area,Ready To Move,other,2,1500.0,2,0,9667.0,1.45
house,Plot  Area,Ready To Move,other,4,3150.0,3,1,4286.0,1.35
flat,Super built-up  Area,18-Jul,Hosa Road,2,1170.0,2,2,5556.0,0.65
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,980.0,2,1,2551.0,0.25
flat,Built-up  Area,Ready To Move,Channasandra,3,1800.0,3,2,3333.0,0.6
flat,Super built-up  Area,20-Dec,Banashankari Stage VI,3,1423.0,2,1,5060.0,0.72
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1106.0,2,3,3617.0,0.4
flat,Built-up  Area,Ready To Move,Kereguddadahalli,2,1105.0,2,2,2534.0,0.28
house,Plot  Area,Ready To Move,Cunningham Road,4,7500.0,6,2,24000.0,18.0
flat,Super built-up  Area,Ready To Move,other,2,1255.0,2,1,4542.0,0.57
flat,Super built-up  Area,17-Aug,Babusapalaya,2,1061.0,2,1,3676.0,0.39
house,Plot  Area,19-Mar,other,2,600.0,2,2,5000.0,0.3
flat,Super built-up  Area,18-May,Electronic City Phase II,3,1400.0,2,2,2857.0,0.4
flat,Super built-up  Area,Ready To Move,Domlur,3,2100.0,3,2,6905.0,1.45
flat,Super built-up  Area,Ready To Move,Electronic City,2,660.0,1,1,2424.0,0.16
flat,Built-up  Area,Ready To Move,Kengeri,2,633.0,1,1,2844.0,0.18
flat,Super built-up  Area,Ready To Move,Indira Nagar,2,1260.0,2,3,9524.0,1.2
flat,Super built-up  Area,Ready To Move,ITPL,2,907.0,2,0,6064.0,0.55
flat,Super built-up  Area,18-Oct,Hennur Road,3,2047.0,3,2,3322.0,0.68
flat,Built-up  Area,Ready To Move,other,4,2597.0,4,3,7278.0,1.89
flat,Built-up  Area,Ready To Move,Bellandur,2,1211.0,2,1,5202.0,0.63
flat,Super built-up  Area,Ready To Move,Hennur Road,3,1904.0,3,2,6775.0,1.29
flat,Super built-up  Area,20-Jan,Balagere,2,1205.0,2,1,6141.0,0.74
flat,Super built-up  Area,Ready To Move,Yeshwanthpur,2,1164.0,2,2,5498.0,0.64
flat,Super built-up  Area,Ready To Move,other,2,1410.0,2,2,5177.0,0.73
flat,Built-up  Area,Ready To Move,other,2,1150.0,2,1,3652.0,0.42
flat,Super built-up  Area,18-Jul,other,2,1170.0,2,2,4530.0,0.53
flat,Built-up  Area,Ready To Move,Hennur,2,1420.0,2,1,4366.0,0.62
flat,Super built-up  Area,Ready To Move,Panathur,2,1125.0,2,2,4000.0,0.45
flat,Built-up  Area,Ready To Move,NRI Layout,3,1789.0,3,3,4192.0,0.75
flat,Super built-up  Area,Ready To Move,Hulimavu,2,1021.0,2,1,7444.0,0.76
flat,Super built-up  Area,18-May,Ananth Nagar,2,1074.0,2,2,2514.0,0.27
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,2,1222.0,2,3,3928.0,0.48
flat,Super built-up  Area,Ready To Move,Hennur Road,3,1981.0,3,1,6764.0,1.34
flat,Built-up  Area,Ready To Move,Yelachenahalli,2,1103.0,2,2,4986.0,0.55
flat,Super built-up  Area,Ready To Move,other,2,1201.0,2,1,5412.0,0.65
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,970.0,2,1,3711.0,0.36
flat,Super built-up  Area,Ready To Move,Sarjapur,2,920.0,2,2,3587.0,0.33
flat,Super built-up  Area,Ready To Move,Yeshwanthpur,3,1520.0,3,3,5592.0,0.85
house,Plot  Area,Ready To Move,other,3,675.0,3,2,11111.0,0.75
flat,Super built-up  Area,17-Nov,Sonnenahalli,3,1268.0,2,1,5915.0,0.75
flat,Super built-up  Area,Ready To Move,other,1,660.0,1,0,4545.0,0.3
flat,Super built-up  Area,Ready To Move,Harlur,3,1755.0,3,2,6553.0,1.15
flat,Super built-up  Area,Ready To Move,Hoskote,2,945.0,2,1,3704.0,0.35
flat,Carpet  Area,18-Jul,8th Phase JP Nagar,1,500.0,1,1,6600.0,0.33
flat,Super built-up  Area,Ready To Move,Harlur,4,2820.0,4,0,5461.0,1.54
flat,Built-up  Area,Ready To Move,Bommenahalli,4,1632.0,3,0,8578.0,1.4
flat,Super built-up  Area,Ready To Move,Rachenahalli,2,1167.0,2,2,3256.0,0.38
flat,Super built-up  Area,Ready To Move,Domlur,2,1276.0,2,2,6270.0,0.8
flat,Built-up  Area,Ready To Move,Thanisandra,2,1234.0,2,2,4133.0,0.51
flat,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1180.0,2,1,6356.0,0.75
flat,Super built-up  Area,Ready To Move,ISRO Layout,3,1370.0,2,2,6350.0,0.87
house,Plot  Area,Ready To Move,other,9,1200.0,9,3,19167.0,2.3
flat,Built-up  Area,Ready To Move,Electronic City,3,1400.0,3,1,6429.0,0.9
house,Plot  Area,Ready To Move,Whitefield,5,1500.0,6,3,10333.0,1.55
house,Plot  Area,Ready To Move,other,2,1050.0,2,0,3810.0,0.4
flat,Super built-up  Area,18-Jul,Ramagondanahalli,2,1251.0,2,1,3677.0,0.46
flat,Super built-up  Area,19-Mar,Sarjapur  Road,2,1346.0,2,1,4978.0,0.67
flat,Built-up  Area,18-Jul,Electronic City Phase II,2,1090.0,2,1,2844.0,0.31
flat,Super built-up  Area,Ready To Move,Kanakapura,3,1290.0,2,3,3953.0,0.51
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1881.0,3,2,7709.0,1.45
flat,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2,2,4522.0,0.52
house,Plot  Area,Ready To Move,other,2,54450.0,2,2,367.0,2.0
flat,Built-up  Area,Ready To Move,Sarjapur,3,2690.0,3,2,10967.0,2.95
flat,Super built-up  Area,Ready To Move,Kanakpura Road,3,1200.0,2,2,3500.0,0.42
flat,Super built-up  Area,Ready To Move,other,2,933.4,2,2,4285.0,0.4
flat,Super built-up  Area,Ready To Move,Dairy Circle,3,2735.0,4,2,12431.0,3.4
flat,Built-up  Area,Ready To Move,other,2,950.0,2,0,6842.0,0.65
flat,Built-up  Area,Ready To Move,Bommasandra Industrial Area,3,1491.0,3,3,2683.0,0.4
flat,Super built-up  Area,19-Jul,Ramamurthy Nagar,2,1050.0,2,1,4952.0,0.52
flat,Super built-up  Area,22-Jun,Hoodi,3,1660.0,3,2,7892.0,1.31
flat,Super built-up  Area,Ready To Move,Nagavarapalya,2,1134.0,2,2,4850.0,0.55
flat,Built-up  Area,Ready To Move,Hebbal,2,1100.0,2,1,5455.0,0.6
house,Plot  Area,19-May,Anekal,2,1200.0,2,1,3000.0,0.36
house,Plot  Area,Ready To Move,Nagarbhavi,4,1200.0,4,3,20000.0,2.4
house,Plot  Area,Ready To Move,other,3,980.0,3,1,8163.0,0.8
flat,Super built-up  Area,Ready To Move,other,2,1080.0,2,1,3519.0,0.38
